['-0.0000520622', '-0.0000192643', '0.3073238706', '0.9999999811', '-0.0001267419', '0.0001476147', '0.0000000719', '-0.0010795159', '0.0244449763', '-0.0567544417', '0.0017296087', '0.0244450237', '-0.0567545404', '-0.0007834898', '0.0244449105', '-0.0567560284', '0.0014337988', '0.0244449583', '-0.0567561277']
['5.7641696232', '-0.0766150330', '0.1195200447', '0.9762416368', '0.1085317090', '-0.1394679267', '-0.1253867305', '-0.3722318512', '-0.5457627687', '-1.1157891089', '0.5636347085', '0.3364180025', '-1.7171721699', '-0.5515921588', '1.6188821728', '-2.7363754120', '0.3516429851', '-0.4065094467', '-1.4339904011']
['5.7667623783', '-0.0773267167', '0.1188139795', '0.9778129885', '0.1006453037', '-0.1319749180', '-0.1278080725', '-0.3615821643', '-0.5443390266', '-1.0664937352', '0.5823987698', '0.2747860945', '-1.7310942426', '-0.5327261990', '1.6248418973', '-2.7322200805', '0.3770930940', '-0.4087142390', '-1.3902271027']
['5.7693901983', '-0.0780465149', '0.1182574196', '0.9792494846', '0.0941995446', '-0.1237052364', '-0.1299765644', '-0.3548612817', '-0.5378683474', '-1.0330882948', '0.5961903791', '0.2188723549', '-1.7477308293', '-0.5136270357', '1.6289731412', '-2.7260849283', '0.3995223829', '-0.4095587939', '-1.3505311787']
['5.7720671995', '-0.0787886555', '0.1178359657', '0.9805591877', '0.0890704178', '-0.1147297741', '-0.1319364201', '-0.3514236949', '-0.5269635098', '-1.0137642091', '0.6055282713', '0.1690580169', '-1.7664529332', '-0.4948452326', '1.6311137867', '-2.7179269527', '0.4173186403', '-0.4089716517', '-1.3157561197']
['5.7746212122', '-0.0791994078', '0.1181772021', '0.9818628723', '0.0824053754', '-0.1069539292', '-0.1330996288', '-0.3499001203', '-0.5290097831', '-0.9901359241', '0.6095325248', '0.1254913092', '-1.7858248585', '-0.4725958307', '1.6344744502', '-2.7071850101', '0.4354224422', '-0.4076328612', '-1.2848212192']
['5.7771368324', '-0.0794115484', '0.1190419610', '0.9831087428', '0.0752840768', '-0.0997560269', '-0.1337095459', '-0.3500591948', '-0.5361107706', '-0.9707311547', '0.6088258023', '0.0884452584', '-1.8054633365', '-0.4488120528', '1.6377623207', '-2.6941839345', '0.4512738587', '-0.4053397468', '-1.2586254198']
['5.7796706861', '-0.0795025679', '0.1202770825', '0.9842683753', '0.0682979359', '-0.0928118158', '-0.1339295495', '-0.3515428350', '-0.5441344587', '-0.9593618219', '0.6041156309', '0.0581213043', '-1.8249037556', '-0.4249055112', '1.6401376664', '-2.6791194143', '0.4637587114', '-0.4020270389', '-1.2374924413']
['5.7822996336', '-0.0795747792', '0.1219013731', '0.9852844900', '0.0619237858', '-0.0867447661', '-0.1336235910', '-0.3531981576', '-0.5458542827', '-0.9585070984', '0.5924456322', '0.0259579817', '-1.8328827801', '-0.4021525435', '1.6450959441', '-2.6632076489', '0.4759138279', '-0.3941662129', '-1.2199393865']
['5.7850555041', '-0.0796297245', '0.1238403230', '0.9861739564', '0.0561913647', '-0.0814297188', '-0.1329385539', '-0.3554394822', '-0.5407953639', '-0.9673083885', '0.5749648124', '-0.0066066738', '-1.8312046013', '-0.3810812600', '1.6517393385', '-2.6463488670', '0.4879641780', '-0.3818271142', '-1.2060039837']
['5.7879699540', '-0.0796703114', '0.1260231131', '0.9869512423', '0.0510961019', '-0.0767519940', '-0.1320059285', '-0.3586480072', '-0.5294923413', '-0.9840510478', '0.5528926879', '-0.0383053969', '-1.8216560274', '-0.3620482653', '1.6593696135', '-2.6284746286', '0.4999945597', '-0.3650405397', '-1.1956407547']
['5.7910903340', '-0.0797242991', '0.1283517607', '0.9876243439', '0.0466785383', '-0.0725416309', '-0.1309846602', '-0.3638312035', '-0.5138294064', '-1.0063061921', '0.5276376842', '-0.0680273140', '-1.8060198211', '-0.3454011572', '1.6674056298', '-2.6095840262', '0.5119055242', '-0.3437164086', '-1.1888025248']
['5.7943944793', '-0.0797935623', '0.1307181425', '0.9882494059', '0.0421975429', '-0.0686645989', '-0.1298755252', '-0.3700954062', '-0.4942662534', '-1.0322780645', '0.5015171072', '-0.0953100723', '-1.7859584492', '-0.3297123993', '1.6758434448', '-2.5898392778', '0.5162770531', '-0.3104604235', '-1.1900807356']
['5.7978578082', '-0.0798794225', '0.1330557469', '0.9888240483', '0.0378026306', '-0.0649343436', '-0.1287691484', '-0.3756321053', '-0.4664431598', '-1.0639861569', '0.4754608354', '-0.1197044975', '-1.7629336756', '-0.3152314814', '1.6838829006', '-2.5692718506', '0.5136415722', '-0.2671736880', '-1.1969482637']
['5.8015031702', '-0.0799548777', '0.1353736519', '0.9892991696', '0.0342483893', '-0.0616402537', '-0.1277289314', '-0.3810002612', '-0.4319165930', '-1.0985488860', '0.4484180236', '-0.1403095630', '-1.7379788221', '-0.3037368393', '1.6917663132', '-2.5483229240', '0.5155253221', '-0.2336808650', '-1.2169972421']
['5.8052766622', '-0.0800336976', '0.1376047763', '0.9896832348', '0.0317055350', '-0.0588500005', '-0.1267222599', '-0.3863351353', '-0.3923026791', '-1.1335197593', '0.4208382150', '-0.1569635173', '-1.7120647758', '-0.2918817045', '1.7003534980', '-2.5119395373', '0.5184571476', '-0.2045724476', '-1.2442217342']
['5.8092047896', '-0.0801088989', '0.1397808675', '0.9900272809', '0.0294697477', '-0.0562455501', '-0.1257535490', '-0.3905715425', '-0.3490142999', '-1.1669998731', '0.3946718274', '-0.1698364425', '-1.6864010130', '-0.2836793523', '1.7087582506', '-2.4838408923', '0.5211058920', '-0.1775106074', '-1.2763034856']
['5.8133083119', '-0.0801580254', '0.1419673404', '0.9903563342', '0.0269596749', '-0.0540013692', '-0.1247050899', '-0.3969599438', '-0.3117531207', '-1.1914906933', '0.3704043318', '-0.1787814955', '-1.6616613263', '-0.2766725431', '1.7177184287', '-2.4596476786', '0.5232899901', '-0.1515663522', '-1.3104877244']
['5.8175389046', '-0.0802068035', '0.1440870067', '0.9906512930', '0.0245312935', '-0.0519662557', '-0.1237244499', '-0.4029865195', '-0.2792086114', '-1.2193305338', '0.3484769108', '-0.1839759497', '-1.6384336318', '-0.2710751082', '1.7264572955', '-2.4373115975', '0.5243197763', '-0.1265833427', '-1.3446492367']
['5.8218829202', '-0.0802559193', '0.1461297892', '0.9909182948', '0.0221668102', '-0.0500737951', '-0.1228095300', '-0.4084765382', '-0.2496680460', '-1.2473744632', '0.3291839159', '-0.1860594179', '-1.6170232596', '-0.2663926066', '1.7346819177', '-2.4156412695', '0.5241284347', '-0.1027572905', '-1.3773108531']
['5.8263302071', '-0.0803056219', '0.1480880133', '0.9911605728', '0.0198792574', '-0.0482923506', '-0.1219564799', '-0.4133643885', '-0.2224309760', '-1.2736974109', '0.3126446763', '-0.1852867393', '-1.5977448459', '-0.2624017165', '1.7422453907', '-2.3940596934', '0.5229505755', '-0.0801731760', '-1.4075118425']
['5.8308692908', '-0.0803522820', '0.1499559661', '0.9913813271', '0.0177004169', '-0.0466088246', '-0.1211502246', '-0.4176068242', '-0.1971836271', '-1.2973657189', '0.2988245088', '-0.1819592026', '-1.5807710518', '-0.2590161550', '1.7491082424', '-2.3723222271', '0.5213918231', '-0.0586699939', '-1.4347082003']
['5.8354732790', '-0.0803914588', '0.1517401457', '0.9915863960', '0.0156407048', '-0.0449868212', '-0.1203659981', '-0.4212530145', '-0.1733449252', '-1.3189085300', '0.2876443458', '-0.1764810839', '-1.5661522524', '-0.2559927541', '1.7553066141', '-2.3503525884', '0.5194849144', '-0.0379663134', '-1.4597049128']
['5.8401279957', '-0.0804336448', '0.1534335807', '0.9917840438', '0.0133439401', '-0.0432504834', '-0.1196484246', '-0.4241150748', '-0.1508628461', '-1.3387259689', '0.2798451547', '-0.1693538645', '-1.5540019880', '-0.2523007561', '1.7605651800', '-2.3279097136', '0.5122182984', '-0.0131214948', '-1.4758748623']
['5.8448208632', '-0.0804712125', '0.1550283483', '0.9919721630', '0.0114630225', '-0.0415295430', '-0.1188912279', '-0.4264447157', '-0.1285968908', '-1.3518897332', '0.2739885791', '-0.1608613117', '-1.5440773290', '-0.2492191557', '1.7654149609', '-2.3053791711', '0.5077043514', '0.0089147143', '-1.4954882588']
['5.8494934049', '-0.0804932223', '0.1565182661', '0.9921395557', '0.0099521096', '-0.0399665742', '-0.1181639979', '-0.4305753544', '-0.1080837865', '-1.3661536033', '0.2698509146', '-0.1511642420', '-1.5360728502', '-0.2442189616', '1.7695755205', '-2.2743952210', '0.5044034786', '0.0296070654', '-1.5167178162']
['5.8541551727', '-0.0805136480', '0.1579366039', '0.9923060064', '0.0084991494', '-0.0383559887', '-0.1174111253', '-0.4359281728', '-0.0893010675', '-1.3799917577', '0.2678718656', '-0.1408411179', '-1.5299878591', '-0.2404207541', '1.7737946863', '-2.2479892973', '0.5020582612', '0.0493044817', '-1.5382011264']
['5.8587621401', '-0.0805828424', '0.1593712497', '0.9924452635', '0.0076424278', '-0.0370218439', '-0.1167192157', '-0.4424743409', '-0.0720956919', '-1.3922528171', '0.2694424637', '-0.1293498488', '-1.5248708618', '-0.2382948365', '1.7785007556', '-2.2242314957', '0.4989497896', '0.0687670683', '-1.5589993782']
['5.8634547776', '-0.0806879457', '0.1607725030', '0.9925491064', '0.0065049434', '-0.0361660822', '-0.1161721639', '-0.4459425939', '-0.0510921011', '-1.4079078787', '0.2740209878', '-0.1177308352', '-1.5180093130', '-0.2384780384', '1.7822915840', '-2.2008528484', '0.4983538221', '0.0924695903', '-1.5834311701']
['5.8682318240', '-0.0808253689', '0.1620568602', '0.9926348143', '0.0053353658', '-0.0356954724', '-0.1156438173', '-0.4453959623', '-0.0231399087', '-1.4215771529', '0.2785498173', '-0.1082705651', '-1.5096985326', '-0.2394789235', '1.7831885761', '-2.1708567555', '0.4995577347', '0.1193774025', '-1.6102610437']
['5.8730821619', '-0.0809753541', '0.1632812540', '0.9926941245', '0.0037458485', '-0.0354284753', '-0.1152786488', '-0.4444179100', '0.0040542373', '-1.4391090309', '0.2837162744', '-0.1009082713', '-1.5005682630', '-0.2414367640', '1.7851521403', '-2.1443201907', '0.5026366631', '0.1486858001', '-1.6384516590']
['5.8779923899', '-0.0811399499', '0.1644420242', '0.9927296512', '0.0018700877', '-0.0353431099', '-0.1150443696', '-0.4428809524', '0.0308849929', '-1.4581933984', '0.2891902148', '-0.0955870612', '-1.4910854447', '-0.2439471742', '1.7875712650', '-2.1193836468', '0.5069327321', '0.1796667064', '-1.6670693713']
['5.8829615451', '-0.0813068865', '0.1655049612', '0.9927409538', '-0.0005104213', '-0.0353676230', '-0.1149533353', '-0.4402179860', '0.0572709407', '-1.4772386402', '0.2953689528', '-0.0922388949', '-1.4817727035', '-0.2463328804', '1.7899082927', '-2.0950159473', '0.5089838355', '0.2186136465', '-1.6850181221']
['5.8879626376', '-0.0815122896', '0.1664775171', '0.9927355858', '-0.0027781046', '-0.0357119511', '-0.1148607652', '-0.4376710275', '0.0834010634', '-1.4951315523', '0.3007610403', '-0.0906072207', '-1.4727304977', '-0.2487933210', '1.7898794337', '-2.0673758317', '0.5131026004', '0.2544395131', '-1.7083509717']
['5.8929905691', '-0.0817310140', '0.1673970271', '0.9927114230', '-0.0050508902', '-0.0361413574', '-0.1148578312', '-0.4349585126', '0.1087326278', '-1.5115082041', '0.3058271741', '-0.0903759175', '-1.4645443285', '-0.2511588741', '1.7912288597', '-2.0421941010', '0.5180211293', '0.2883327466', '-1.7335980408']
['5.8980327817', '-0.0819632237', '0.1682620384', '0.9926719049', '-0.0073002388', '-0.0366482387', '-0.1149178070', '-0.4321303616', '0.1335095885', '-1.5266669615', '0.3104583071', '-0.0914580398', '-1.4573863123', '-0.2532029461', '1.7931610557', '-2.0183708179', '0.5229211777', '0.3207922467', '-1.7588734243']
['5.9030773788', '-0.0822262335', '0.1690501816', '0.9926224754', '-0.0094365627', '-0.0373500819', '-0.1149632288', '-0.4294222331', '0.1581602629', '-1.5407812648', '0.3143236849', '-0.0936594984', '-1.4512977431', '-0.2548339470', '1.7929240650', '-1.9934741290', '0.5272959002', '0.3520294111', '-1.7832274388']
['5.9081219421', '-0.0825156677', '0.1697680011', '0.9925733180', '-0.0112993457', '-0.0379690194', '-0.1150168973', '-0.4245112140', '0.1846484198', '-1.5475034500', '0.3176152993', '-0.0971828429', '-1.4465237731', '-0.2568514199', '1.7940918255', '-1.9700050626', '0.5304293114', '0.3816537634', '-1.8058555193']
['5.9131596037', '-0.0827889792', '0.1703863048', '0.9924991603', '-0.0136224372', '-0.0386725321', '-0.1151706616', '-0.4202420388', '0.2097048589', '-1.5574498068', '0.3212666693', '-0.1015866887', '-1.4430520476', '-0.2584981607', '1.7960204025', '-1.9472979011', '0.5312300855', '0.4156504313', '-1.8137997269']
['5.9181518470', '-0.0830838665', '0.1709687325', '0.9924264506', '-0.0157831895', '-0.0393980557', '-0.1152754283', '-0.4172964516', '0.2339345677', '-1.5688919117', '0.3240931973', '-0.1070287396', '-1.4407356091', '-0.2603468858', '1.7981824779', '-1.9253217792', '0.5332175230', '0.4459576974', '-1.8281741647']
['5.9230994798', '-0.0833981897', '0.1715023089', '0.9923571939', '-0.0177079598', '-0.0402072533', '-0.1153126388', '-0.4154012980', '0.2577293571', '-1.5807376554', '0.3259462097', '-0.1133008270', '-1.4394983943', '-0.2614186974', '1.7984296346', '-1.9047876277', '0.5356757782', '0.4743824527', '-1.8454913548']
['5.9279817159', '-0.0837325234', '0.1719954617', '0.9922967185', '-0.0195347539', '-0.0409786690', '-0.1152664932', '-0.4141177610', '0.2810223018', '-1.5924037315', '0.3272512498', '-0.1205654511', '-1.4389221374', '-0.2633945773', '1.7996810872', '-1.8849295353', '0.5385034448', '0.5014382681', '-1.8635987023']
['5.9328047653', '-0.0840809140', '0.1724449236', '0.9922433453', '-0.0211597773', '-0.0417824729', '-0.1151504780', '-0.4134996041', '0.3038975229', '-1.6035316605', '0.3278812355', '-0.1285705955', '-1.4387109119', '-0.2643472638', '1.7992242659', '-1.8674450260', '0.5412741292', '0.5276769669', '-1.8815712602']
['5.9375475887', '-0.0844512310', '0.1728613501', '0.9922012557', '-0.0227784583', '-0.0424927573', '-0.1149442280', '-0.4132200321', '0.3260201588', '-1.6138529534', '0.3282551878', '-0.1373497144', '-1.4389640430', '-0.2663140331', '1.8003347621', '-1.8508534238', '0.5442808433', '0.5529488754', '-1.8986487714']
['5.9422229207', '-0.0848359833', '0.1732380760', '0.9921665403', '-0.0242551636', '-0.0431921390', '-0.1146807854', '-0.4135619480', '0.3472516752', '-1.6231732341', '0.3284198674', '-0.1465224527', '-1.4396066335', '-0.2672463260', '1.7997731949', '-1.8371615208', '0.5473626550', '0.5774228427', '-1.9146001947']
['5.9468286292', '-0.0852353981', '0.1735752989', '0.9921406994', '-0.0255616586', '-0.0438801439', '-0.1143589400', '-0.4146568649', '0.3674192728', '-1.6313854052', '0.3284068867', '-0.1559198882', '-1.4406241097', '-0.2674519134', '1.7976944138', '-1.8263814778', '0.5505698111', '0.6009905330', '-1.9291843781']
['5.9513412853', '-0.0856597206', '0.1738895187', '0.9921313324', '-0.0269043607', '-0.0443980265', '-0.1139315139', '-0.4162434449', '0.3862416898', '-1.6384288293', '0.3284134079', '-0.1656991277', '-1.4421111844', '-0.2692075158', '1.7985045030', '-1.8161182226', '0.5541517484', '0.6233480063', '-1.9421674714']
['5.9558042049', '-0.0861219651', '0.1741365104', '0.9921525219', '-0.0276860443', '-0.0447514823', '-0.1134202847', '-0.4162287632', '0.4032424049', '-1.6354189411', '0.3280808346', '-0.1755689946', '-1.4440305480', '-0.2700545938', '1.7976915684', '-1.8088968378', '0.5571596538', '0.6444375386', '-1.9533550334']
['5.9602917793', '-0.0866033473', '0.1743649111', '0.9921533110', '-0.0289815809', '-0.0451999106', '-0.1129107770', '-0.4160012185', '0.4226278376', '-1.6384822949', '0.3280821869', '-0.1872268780', '-1.4449699481', '-0.2687975505', '1.7923349358', '-1.7980517817', '0.5607296411', '0.6668075968', '-1.9650660744']
['5.9647879193', '-0.0870992935', '0.1745925248', '0.9921360478', '-0.0308655791', '-0.0455029403', '-0.1124404785', '-0.4149985713', '0.4429605754', '-1.6445898291', '0.3288380847', '-0.2005847150', '-1.4454318793', '-0.2679246197', '1.7903563974', '-1.7835711086', '0.5651627895', '0.6895920766', '-1.9766559398']
['5.9693050666', '-0.0875813981', '0.1747625555', '0.9920743988', '-0.0336883225', '-0.0457255597', '-0.1120832605', '-0.4122113650', '0.4636623107', '-1.6517812281', '0.3308891469', '-0.2151418419', '-1.4456698124', '-0.2662521706', '1.7898635873', '-1.7669322210', '0.5668050507', '0.7173274845', '-1.9736174400']
['5.9738327783', '-0.0880781802', '0.1749354761', '0.9920041755', '-0.0366252290', '-0.0458527545', '-0.1117310760', '-0.4092634933', '0.4844730115', '-1.6594226024', '0.3326941861', '-0.2306260671', '-1.4457950126', '-0.2643404630', '1.7897963153', '-1.7489620679', '0.5715182160', '0.7430107323', '-1.9786880394']
['5.9783672444', '-0.0885900875', '0.1751015073', '0.9919259308', '-0.0396463983', '-0.0459114331', '-0.1113698844', '-0.4061628043', '0.5052493210', '-1.6669830350', '0.3341946516', '-0.2467008637', '-1.4458761084', '-0.2621478236', '1.7897210466', '-1.7303129500', '0.5780051835', '0.7676935730', '-1.9876513401']
['5.9829036895', '-0.0891169444', '0.1752579857', '0.9918414441', '-0.0427195675', '-0.0459009608', '-0.1109895946', '-0.4029580965', '0.5258871473', '-1.6742071051', '0.3353682537', '-0.2630855106', '-1.4459491942', '-0.2598111079', '1.7893313445', '-1.7114289431', '0.5854642552', '0.7917754435', '-1.9981601038']
['5.9874454416', '-0.0896570672', '0.1753976176', '0.9917533603', '-0.0457060268', '-0.0459044486', '-0.1105848684', '-0.3999022924', '0.5464334832', '-1.6809455996', '0.3359412815', '-0.2793673981', '-1.4460380773', '-0.2562734308', '1.7854112439', '-1.6937795092', '0.5932235235', '0.8155729199', '-2.0090383545']
['5.9919884490', '-0.0902103146', '0.1755189832', '0.9916639934', '-0.0485852586', '-0.0459132419', '-0.1101543053', '-0.3970408348', '0.5668405907', '-1.6871727196', '0.3362073535', '-0.2952705342', '-1.4462301893', '-0.2516656107', '1.7784519427', '-1.6778590244', '0.6010023660', '0.8391128373', '-2.0196094188']
['5.9965121990', '-0.0907825914', '0.1756346928', '0.9915790559', '-0.0514771287', '-0.0457825882', '-0.1096587242', '-0.3942166550', '0.5869322385', '-1.6929330658', '0.3363472303', '-0.3108540438', '-1.4466905859', '-0.2487692649', '1.7747219300', '-1.6616176345', '0.6088956558', '0.8619495064', '-2.0292416080']
['6.0010161508', '-0.0913727332', '0.1757442321', '0.9915003073', '-0.0543334369', '-0.0455368442', '-0.1090936020', '-0.3915241627', '0.6067272326', '-1.6982206448', '0.3364158131', '-0.3258459189', '-1.4474406742', '-0.2470141131', '1.7724466574', '-1.6458161477', '0.6167608379', '0.8840915672', '-2.0377813470']
['6.0055063536', '-0.0920039711', '0.1758109918', '0.9914562760', '-0.0567493740', '-0.0450489695', '-0.1084645178', '-0.3860346535', '0.6270158769', '-1.6933867249', '0.3364364621', '-0.3402089623', '-1.4485707773', '-0.2461855596', '1.7707521858', '-1.6310273514', '0.6237211222', '0.9052582173', '-2.0448987209']
